Id,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
11,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1965,1965,Hip,CompShg,HdBoard,HdBoard,No veneer,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,No Fireplace,Detchd,1965.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,2,2008,WD,Normal,-0.8720857330470169,0.35710040327597226,0.06926773610586362,-0.7917153906339611,-0.5205606663543899,-0.572899227649295,1.0183493743855485,-0.2895216797439581,-0.9796203095323119,-0.037245003074009915,-0.3157157000681953,-0.794454446433175,-0.12057789121957523,-0.9018158898960957,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.932563244697341,-0.9521920043909432,-1.0217185939050903,-0.41333721367806964,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.6445937476652139
12,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,BuiltIn,2005.0,Fin,TA,TA,Y,No Pool,No Fence,No feature,7,2006,New,Partial,0.07241615062622181,0.7899282852886435,0.1417185452746723,2.103757909453946,-0.5205606663543899,1.0062676917685125,1.2203832068563647,-0.2895216797439581,-0.882381263424964,0.27103427636283556,0.05311304316879406,1.8220913780004546,-0.12057789121957523,1.5401794902433146,1.1104631500085165,-0.24176772110202963,2.6124409443492698,-0.75832835624968,1.3900523091703956,-0.21029711830014602,2.756167154364473,2.1560883069054766,1.6494772254756052,1.2302035302728955,0.4192323088335204,-0.38483816825206796,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,2.0725190658879473
13,RL,Pave,No alley,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1962,1962,Hip,CompShg,HdBoard,Plywood,No veneer,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,No Fireplace,Detchd,1962.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,9,2008,WD,Normal,-0.8720857330470169,-1.6627630461164935,0.24619181153466713,-0.7917153906339611,0.3775767021119833,-0.572899227649295,0.6472220082163321,-0.2895216797439581,-0.8869040097555384,-0.32953943098450045,-0.6481810460846364,-0.794454446433175,-0.12057789121957523,-1.1452546816856943,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,-1.0636774969199259,-0.21029711830014602,-1.5473516445409765,-0.9521920043909432,-1.0217185939050903,-0.5627500085827029,0.3634273371305682,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,2.8764798269740033,-0.06888171270971953,-0.0879311199045929,-0.461771771811289
14,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,2006.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,8,2007,New,Partial,-0.8720857330470169,0.963059438093712,0.014429278337207333,0.6560212594099923,-0.5205606663543899,1.116698944874653,-0.9712446714683576,-0.2895216797439581,2.0958471952582247,0.9994867959210112,0.8634973240838694,-0.794454446433175,-0.12057789121957523,-0.03836892526736347,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,0.16318740612523486,-0.21029711830014602,0.2970135549899303,0.6019481512572666,1.6494772254756052,1.7157951137129535,0.5228701134247175,-0.2031855390608674,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,1.2466680715133207
15,RL,Pave,No alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,1960.0,RFn,TA,TA,Y,No Pool,GdWo,No feature,5,2008,WD,Normal,-0.8720857330470169,-1.6627630461164935,0.04124808615107574,-0.06784706561198434,-0.5205606663543899,0.597672055275793,0.638437928543688,-0.2895216797439581,-0.10673026773146843,0.44915119337079074,0.23752741478728875,-0.794454446433175,-0.12057789121957523,-0.496718525433717,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,1.2314265170202758,-1.0636774969199259,-0.21029711830014602,-0.932563244697341,0.6019481512572666,-1.0217185939050903,-0.5627500085827029,-0.7526720969284765,2.521603898807141,2.5208972639930316,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.29786241414914927
16,RM,Pave,No alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,No veneer,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,No Fireplace,Detchd,1991.0,Unf,TA,TA,Y,No Pool,GdPrv,No feature,7,2007,WD,Normal,-0.2817720557512427,-0.1911482472734113,-0.43908877021671655,0.6560212594099923,2.1738514390447294,-0.572899227649295,-0.9712446714683576,-0.2895216797439581,0.5988181598381253,-0.512223448428557,-0.7988294059983364,-0.794454446433175,-0.12057789121957523,-1.2555628842153561,-0.8169077000660736,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,-1.0636774969199259,-0.21029711830014602,-0.932563244697341,-0.9521920043909432,0.3138793157852574,0.48313955574972955,-0.37000943382251833,0.992694269781203,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.6130727173455717
17,RL,Pave,No alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,1970.0,Fin,TA,TA,Y,No Pool,No Fence,Shed,3,2010,WD,Normal,-0.8720857330470169,-1.6627630461164935,0.07337061342067185,-0.06784706561198434,1.2757140705783565,0.42098205030596847,0.29805484122872605,-0.2895216797439581,-0.31929934526846143,-0.11945281092383538,-0.4092215786353194,-0.794454446433175,-0.12057789121957523,-0.9702830500869204,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,-1.0636774969199259,-0.21029711830014602,-0.932563244697341,0.6019481512572666,0.3138793157852574,0.034901171035829966,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,1.3186842844973192,-0.39872971117200445
18,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,1967,1967,Gable,CompShg,MetalSd,MetalSd,No veneer,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,No Basement,GasA,TA,Y,SBrkr,TA,Typ,No Fireplace,CarPort,1967.0,Unf,TA,TA,Y,No Pool,No Fence,Shed,10,2006,WD,Normal,0.7807925633811508,0.41481078754432843,0.028339033136191318,-1.5155837156559377,-0.5205606663543899,-0.572899227649295,-0.9712446714683576,-0.2895216797439581,-1.2826443136807912,-2.4121372298467456,0.34921499196468697,-0.794454446433175,-0.12057789121957523,-0.4149383063168987,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,-1.0636774969199259,4.344047936229884,-0.31777484485370533,-0.9521920043909432,0.3138793157852574,0.20299056530354231,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,0.9167941689539157,-1.1426260267155615
19,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,2004,2004,Gable,CompShg,VinylSd,VinylSd,No veneer,TA,TA,PConc,TA,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,No Fireplace,Detchd,2004.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,6,2008,WD,Normal,-0.8720857330470169,0.24167963473925994,0.31894283123870565,-0.7917153906339611,-0.5205606663543899,-0.572899227649295,0.44738419566367704,-0.2895216797439581,-0.2243216723264007,0.13173771306174242,-0.12350917190244029,-0.794454446433175,-0.12057789121957523,-0.7610778383927341,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,1.2314265170202758,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,-0.9521920043909432,0.3138793157852574,0.48313955574972955,-0.7526720969284765,0.8413170787885359,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.2726455898934355
20,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1958,1965,Hip,CompShg,BrkFace,Plywood,No veneer,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,No Fireplace,Attchd,1958.0,Unf,TA,TA,Y,No Pool,MnPrv,No feature,5,2009,COD,Abnorml,-0.8720857330470169,0.35710040327597226,-0.29498771330637885,-0.7917153906339611,0.3775767021119833,-0.572899227649295,0.13554936728480876,-0.2895216797439581,-0.09542340190503264,-0.062364055472567695,0.46090256914208516,-0.794454446433175,-0.12057789121957523,-0.33315808720008044,-0.8169077000660736,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,-0.9521920043909432,-1.0217185939050903,-0.8335606993473504,-0.7526720969284765,-0.7027302693366689,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.5248138324505734
21,RL,Pave,No alley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,2005.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,11,2006,New,Partial,0.07241615062622181,1.2516113594354927,0.37097932401188316,1.3798895844319692,-0.5205606663543899,1.5252945813673724,-0.9712446714683576,-0.2895216797439581,1.3360258117217392,0.23221392265597354,-0.009224209209288651,1.9962222734969135,-0.12057789121957523,1.639076499407839,-0.8169077000660736,-0.24176772110202963,2.6124409443492698,1.2314265170202758,1.3900523091703956,-0.21029711830014602,1.5265903546772015,0.6019481512572666,1.6494772254756052,1.7764940616429608,1.1606412186013144,1.628478471950405,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,1.8241333469691665
22,RM,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,No veneer,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseF,Gd,Typ,Gd,Attchd,1930.0,Unf,TA,TA,N,No Pool,GdPrv,No feature,6,2007,WD,Normal,-0.2817720557512427,-0.018017094468342792,-0.30609550310988404,0.6560212594099923,1.2757140705783565,-0.572899227649295,-0.9712446714683576,-0.2895216797439581,0.15785039260712921,-0.9575157409484449,-0.13909348499696098,-0.794454446433175,-0.12057789121957523,-0.7724890317578715,-0.8169077000660736,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,0.6019481512572666,-1.0217185939050903,-0.8989287971181275,-0.7526720969284765,-0.7027302693366689,2.9954651427865464,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.5197704675994307
23,RL,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,2002.0,RFn,TA,TA,Y,No Pool,No Fence,No feature,9,2008,WD,Normal,-0.8720857330470169,0.5013763639468627,-0.07663458401585328,1.3798895844319692,-0.5205606663543899,0.9786598784919774,-0.9712446714683576,-0.2895216797439581,2.7358158010344904,1.6457315076293613,1.6453103643256568,-0.794454446433175,-0.12057789121957523,0.5340926085503643,-0.8169077000660736,-0.24176772110202963,0.7952540746221409,-0.75832835624968,0.16318740612523486,-0.21029711830014602,0.2970135549899303,0.6019481512572666,0.3138793157852574,0.28703526243739846,0.6105636403864995,1.7041670674467386,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,0.6225516711844042
24,RM,Pave,No alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,1976,1976,Gable,CompShg,CemntBd,CmentBd,No veneer,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,1976.0,Unf,TA,TA,Y,No Pool,No Fence,No feature,6,2007,WD,Normal,1.4891689761360798,-0.39313459221265784,-0.6288218284819945,-0.7917153906339611,1.2757140705783565,-0.572899227649295,0.8734120597869197,-0.2895216797439581,-0.8303696806233595,-0.037245003074009915,-0.2637679897531264,-0.794454446433175,-0.12057789121957523,-0.863778578678971,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,0.6019481512572666,0.3138793157852574,0.4644629563866504,0.04454178454226969,0.9624188315826696,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.6395503828140712
25,RL,Pave,No alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,1968,2001,Gable,CompShg,Plywood,Plywood,No veneer,TA,Gd,CBlock,TA,TA,Mn,Rec,ALQ,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,1968.0,Unf,TA,TA,Y,No Pool,MnPrv,No feature,5,2010,WD,Normal,-0.8720857330470169,-1.6627630461164935,-0.22633957091714854,-0.7917153906339611,2.1738514390447294,-0.572899227649295,-0.5583929268540813,3.839610769007797,-0.8213241879622107,0.00842600128700423,-0.2637679897531264,-0.794454446433175,-0.12057789121957523,-0.863778578678971,1.1104631500085165,-0.24176772110202963,-1.0219327951049877,-0.75832835624968,0.16318740612523486,-0.21029711830014602,-0.31777484485370533,0.6019481512572666,-1.0217185939050903,-0.9456202955258254,2.4840162618427533,0.6596644495973353,-0.3592388279951953,-0.11666420926896225,-0.27101301664330646,-0.06888171270971953,-0.0879311199045929,-0.33568765053272
